YEAR,MAKE,MODEL,COLOR,INTERIOR,BODY,TOTAL_REVENUE,UNITS_SOLD,MONTH_SALE,AVG_PRICE,AVG_MILEAGE,MARKET_POSITION
2014,Chrysler,Town and Country,white,black,Minivan,319800,16,Mar,19987.5,26335,Above Market
2013,Mercedes-Benz,C-Class,black,black,Coupe,319750,12,Jan,26645.83,18772,Below Market
2013,Infiniti,G Sedan,white,gray,g sedan,319750,16,Jun,19984.38,21883,Below Market
2013,Toyota,Corolla,silver,gray,sedan,319701,33,Jun,9687.91,43587,Below Market
2014,Ford,Explorer,red,black,SUV,319500,11,Feb,29045.45,36023,Below Market
2012,GMC,Acadia,black,black,SUV,319200,14,Jan,22800,34163,Below Market
2014,Ford,F-150,gray,gray,supercrew,319150,11,Jun,29013.64,27155,Above Market
2014,BMW,X3,black,black,SUV,319000,8,Jan,39875,5202,Above Market
2013,Porsche,911,gray,black,coupe,319000,4,Jun,79750,17051,Above Market
2014,Nissan,Altima,white,black,sedan,318900,22,Jun,14495.45,25854,Above Market
2012,Nissan,Rogue,black,gray,suv,318800,21,Jun,15180.95,37640,Above Market
2014,Ford,Expedition,white,beige,SUV,318500,10,Feb,31850,35406,Above Market
2014,BMW,3 Series,white,black,Sedan,318450,9,Feb,35383.33,8688,Above Market
2014,BMW,3 Series,white,—,Sedan,318250,11,Jan,28931.82,5112,Above Market
2014,Kia,Forte,white,black,Sedan,318200,27,Feb,11785.19,20581,Below Market
2012,Toyota,Camry,white,black,sedan,318200,22,Jun,14463.64,34805,Above Market
2014,Ford,F-150,red,black,SuperCrew,318200,9,Feb,35355.56,20661,Above Market
2013,Honda,Pilot,black,gray,SUV,318150,12,Jan,26512.5,32233,Above Market
2012,Hyundai,Sonata,white,black,Sedan,317800,22,Jan,14445.45,36155,Above Market
2012,Toyota,RAV4,silver,gray,SUV,317701,21,Feb,15128.62,46385,Below Market
2012,Chevrolet,Traverse,blue,gray,SUV,317600,20,Feb,15880,50510,Above Market
2014,Toyota,Camry,white,black,Sedan,317600,21,Feb,15123.81,18542,Below Market
2014,Nissan,Altima,black,black,sedan,317550,24,Jun,13231.25,24584,Below Market
2012,Mercedes-Benz,GL-Class,gray,black,SUV,317500,12,Dec,26458.33,58962,Below Market
2013,Dodge,Avenger,red,black,Sedan,317400,28,Feb,11335.71,42268,Above Market
2013,Mercedes-Benz,E-Class,white,black,Sedan,317202,10,Jan,31720.2,29389,Above Market
2013,Mercedes-Benz,C-Class,gray,black,sedan,317100,15,Jun,21140,28413,Below Market
2014,Chevrolet,Silverado 1500,silver,black,Crew Cab,316900,12,Jan,26408.33,16727,Below Market
2014,Toyota,Camry,white,black,sedan,316650,19,Feb,16665.79,22549,Above Market
2014,Ram,1500,black,gray,Quad Cab,316600,13,Jan,24353.85,18213,Above Market
2014,Dodge,Journey,red,black,SUV,316600,20,Jan,15830,20534,Below Market
2012,Jeep,Wrangler,silver,black,SUV,316600,12,Feb,26383.33,34965,Above Market
2012,Hyundai,Sonata,silver,gray,Sedan,316500,27,Feb,11722.22,46955,Below Market
2013,Ford,Fusion,—,black,Sedan,316400,19,Feb,16652.63,32950,Above Market
2012,Acura,TSX,white,black,Sedan,316400,17,Jan,18611.76,28739,Above Market
2013,Nissan,Maxima,silver,black,Sedan,316302,21,Feb,15062,52674,Below Market
2011,BMW,3 Series,blue,beige,Sedan,316150,17,Jan,18597.06,38945,Below Market
2013,Ford,Escape,—,black,SUV,316100,18,May,17561.11,32470,Below Market
2011,Infiniti,G Convertible,black,black,G Convertible,316050,13,Feb,24311.54,29964,Below Market
2011,Nissan,Maxima,black,black,Sedan,316050,22,Dec,14365.91,43971,Below Market
2013,Toyota,Corolla,black,gray,Sedan,316000,30,Feb,10533.33,42683,Below Market
2014,Chevrolet,Impala Limited,gray,gray,Sedan,316000,23,Feb,13739.13,17366,Above Market
2013,Ford,Explorer,black,black,SUV,316000,13,Dec,24307.69,39791,Below Market
2015,Kia,Sorento,silver,gray,SUV,315800,16,Feb,19737.5,13883,Below Market
2013,Hyundai,Sonata,blue,gray,sedan,315700,24,Jun,13154.17,32488,Above Market
2013,Chevrolet,Equinox,silver,black,suv,315600,21,Jun,15028.57,57355,Below Market
2012,Nissan,Rogue,silver,black,SUV,315600,22,Jan,14345.45,37694,Below Market
2013,Toyota,Camry,white,black,sedan,315600,23,Jun,13721.74,41898,Above Market
2013,Hyundai,Elantra,white,tan,Sedan,315550,30,Feb,10518.33,39424,Below Market
2011,,,white,gray,,315500,24,Feb,13145.83,74282,Above Market
2012,Honda,Accord,white,beige,sedan,315350,23,Jun,13710.87,32332,Above Market
2012,Ford,Edge,white,beige,SUV,315200,15,Feb,21013.33,33127,Above Market
2014,Ford,E-Series Wagon,white,gray,Van,315000,14,Dec,22500,21882,Above Market
2013,Chevrolet,Equinox,gray,black,SUV,314901,18,Feb,17494.5,33295,Above Market
2012,Honda,Civic,white,gray,Sedan,314900,30,Feb,10496.67,37293,Below Market
2012,Honda,Odyssey,silver,gray,Minivan,314850,19,Feb,16571.05,37862,Below Market
2012,Honda,Accord,gray,black,sedan,314800,26,Jun,12107.69,32463,Below Market
2014,Chrysler,Town and Country,burgundy,black,Minivan,314800,17,Jan,18517.65,24245,Below Market
2014,Jeep,Grand Cherokee,black,black,suv,314550,11,Jun,28595.45,33957,Above Market
2012,Nissan,Maxima,gray,black,Sedan,314500,21,May,14976.19,37212,Below Market
2014,Ford,Taurus,—,black,Sedan,314500,15,Mar,20966.67,20554,Above Market
2015,Ford,F-250 Super Duty,white,gray,crew cab,314300,9,Jun,34922.22,21199,Above Market
2014,Ram,2500,red,black,Crew Cab,314250,7,Jan,44892.86,13320,Above Market
2014,Ford,Mustang,black,black,Coupe,314100,14,Mar,22435.71,25638,Above Market
2012,Mercedes-Benz,M-Class,white,black,SUV,313950,8,Jan,39243.75,39718,Above Market
2014,Infiniti,Q50,black,black,Sedan,313900,10,Feb,31390,17232,Above Market
2013,Chevrolet,Suburban,silver,black,SUV,313803,10,Feb,31380.3,57327,Above Market
2014,Kia,Optima,black,gray,Sedan,313800,20,Feb,15690,17387,Above Market
2013,Hyundai,Elantra,blue,gray,sedan,313600,28,Jun,11200,32281,Above Market
2012,Infiniti,G Sedan,white,beige,G Sedan,313600,15,Feb,20906.67,31265,Above Market
2013,Mercedes-Benz,S-Class,—,black,Sedan,313250,6,Jan,52208.33,24674,Above Market
2013,Nissan,Leaf,white,black,hatchback,313200,36,Jun,8700,18719,Below Market
2011,Honda,Odyssey,gray,gray,Minivan,312950,16,Jan,19559.38,54224,Above Market
2013,Nissan,Rogue,white,black,suv,312901,19,Jun,16468.47,27005,Above Market
2013,Mercedes-Benz,C-Class,gray,black,Sedan,312900,14,Feb,22350,23790,Below Market
2014,Ford,Escape,white,black,SUV,312800,15,Jan,20853.33,23247,Above Market
2012,Honda,Odyssey,gray,gray,Minivan,312700,15,May,20846.67,40138,Above Market
2012,Infiniti,G Sedan,blue,black,g sedan,312700,16,Jun,19543.75,33611,Above Market
2013,Ford,Explorer,white,tan,SUV,312600,12,Jan,26050,27970,Above Market
2011,Cadillac,Escalade,black,black,SUV,312400,9,Jan,34711.11,53820,Above Market
2014,Ford,F-150,white,gray,Regular Cab,312400,17,Feb,18376.47,7237,At Market
2013,Ford,F-150,—,black,SuperCrew,312300,8,Feb,39037.5,25610,Above Market
2014,Ford,E-Series Van,white,gray,e-series van,312200,15,May,20813.33,10273,Above Market
2014,Ford,Focus,—,black,Hatchback,312100,26,Feb,12003.85,21919,Below Market
2013,Dodge,Grand Caravan,black,black,Minivan,312000,27,Jan,11555.56,58695,Below Market
2012,Nissan,Rogue,silver,black,SUV,311800,19,Jan,16410.53,36147,Above Market
2013,Ford,Focus,—,black,Sedan,311700,29,Jan,10748.28,27438,Below Market
2012,Mercedes-Benz,C-Class,white,beige,Sedan,311700,14,Feb,22264.29,31837,Above Market
2015,Chrysler,200,white,black,sedan,311700,18,Jun,17316.67,15707,Above Market
2011,BMW,3 Series,black,gray,Sedan,311600,16,Jan,19475,33638,Below Market
2011,Infiniti,G Sedan,gray,black,G Sedan,311400,16,Dec,19462.5,37410,Above Market
2013,Ford,Fusion,gray,black,Sedan,311400,26,May,11976.92,48525,Below Market
2011,BMW,3 Series,silver,black,Sedan,311250,17,Jan,18308.82,46013,Below Market
2012,Ford,Fusion,blue,black,sedan,311200,29,Jun,10731.03,42151,Below Market
2012,Nissan,Sentra,black,gray,Sedan,311200,28,Mar,11114.29,39905,Above Market
2013,Chevrolet,Cruze,white,black,Sedan,311001,29,May,10724.17,50239,Above Market
2013,Nissan,Altima,silver,black,Sedan,311000,25,May,12440,46655,Above Market
2013,Ford,Edge,black,gray,SUV,310850,14,Feb,22203.57,27669,Below Market
2012,Lexus,RX 350,silver,black,SUV,310600,11,Jan,28236.36,28166,Below Market
2014,Chrysler,Town and Country,gray,black,Minivan,310600,17,Mar,18270.59,24730,Below Market
2013,Ford,Escape,green,gray,SUV,310501,21,Feb,14785.76,46201,Below Market
2013,Ford,Edge,red,black,SUV,310500,14,Jan,22178.57,26894,Below Market
2012,Volkswagen,Passat,—,black,Sedan,310450,29,Jan,10705.17,34920,Below Market
2013,Ford,Escape,white,black,suv,310400,16,Jun,19400,31018,Above Market
2014,Ram,2500,gray,black,Crew Cab,310350,7,Jan,44335.71,16303,Below Market
2013,Dodge,Avenger,blue,black,sedan,310200,31,Jun,10006.45,49403,Above Market
2013,Infiniti,G Sedan,black,gray,G Sedan,310200,15,Jan,20680,25840,Below Market
2014,Jeep,Grand Cherokee,gray,black,suv,310150,10,Jun,31015,24459,Above Market
2014,Kia,Forte,silver,gray,Sedan,310150,26,Feb,11928.85,14790,Below Market
2012,Ford,Escape,white,gray,SUV,310150,22,Feb,14097.73,59491,Above Market
2013,Nissan,Pathfinder,gray,black,SUV,310100,14,Feb,22150,36114,Above Market
2013,Chrysler,300,black,black,Sedan,310100,14,Jan,22150,30890,Above Market
2012,Ford,F-150,—,black,SuperCrew,310050,10,Jan,31005,39248,Above Market
2013,Hyundai,Elantra,red,beige,Sedan,309950,26,Jan,11921.15,32859,Above Market
2014,Ford,Fusion,white,black,Sedan,309900,19,Mar,16310.53,30685,Above Market
2012,Mercedes-Benz,C-Class,white,black,Sedan,309800,14,Jan,22128.57,30043,Above Market
2013,Toyota,Sienna,gray,gray,Minivan,309800,17,Feb,18223.53,50282,Below Market
2014,Ford,Fusion,silver,black,sedan,309800,21,Jun,14752.38,30957,Above Market
2013,Mercedes-Benz,E-Class,silver,black,Sedan,309800,10,Feb,30980,24091,Above Market
2014,Ford,Explorer,black,black,SUV,309700,11,Mar,28154.55,32192,Below Market
2014,Chevrolet,Impala Limited,black,gray,Sedan,309700,24,Jan,12904.17,18015,Below Market
2014,Nissan,Altima,silver,black,sedan,309650,21,Jun,14745.24,25515,Above Market
2011,Infiniti,FX,black,black,SUV,309400,12,Jan,25783.33,40540,Below Market
2012,Nissan,Altima,beige,beige,Sedan,309350,23,Feb,13450,33369,Above Market
2013,Ford,Fusion,red,black,sedan,309200,24,Jun,12883.33,36569,Below Market
2012,GMC,Terrain,black,black,SUV,309200,17,Feb,18188.24,46024,Above Market
2011,Nissan,Maxima,white,black,Sedan,309150,21,Feb,14721.43,39886,Below Market
2013,Toyota,RAV4,white,gray,SUV,309100,16,Feb,19318.75,42282,Above Market
2012,Nissan,Maxima,white,black,Sedan,309000,20,May,15450,33980,Below Market
2013,Infiniti,G Sedan,blue,black,G Sedan,308950,15,Jan,20596.67,26530,Below Market
2007,,,black,black,,308900,23,Feb,13430.43,94276,Above Market
2011,Nissan,Murano,black,black,SUV,308700,16,Jan,19293.75,42749,Above Market
2014,Chevrolet,Traverse,white,gray,suv,308650,15,Jun,20576.67,44641,Above Market
2013,Mercedes-Benz,GL-Class,white,black,SUV,308650,7,Feb,44092.86,39051,Below Market
2014,Subaru,Legacy,silver,black,Sedan,308600,17,Jan,18152.94,16580,Below Market
2011,Mercedes-Benz,C-Class,black,black,Sedan,308400,17,Jan,18141.18,43282,Below Market
2013,Chevrolet,Impala,silver,black,Sedan,308301,32,Feb,9634.41,52905,Below Market
2012,BMW,5 Series,gray,gray,Sedan,308250,10,Feb,30825,34044,Above Market
2012,Lexus,IS 250,black,black,Sedan,308200,15,Jan,20546.67,37372,Below Market
2012,Jeep,Grand Cherokee,black,black,suv,308150,12,Jun,25679.17,40340,Above Market
2013,Ford,F-150,gray,gray,supercrew,308100,13,Jun,23700,68664,Below Market
2013,Ford,Escape,red,gray,suv,308000,17,Jun,18117.65,26452,Above Market
2013,GMC,Yukon XL,silver,black,SUV,307702,12,Feb,25641.83,54308,Below Market
2014,Chevrolet,Equinox,black,black,SUV,307600,16,Feb,19225,19498,Above Market
2013,Ford,Focus,red,black,Hatchback,307200,29,Feb,10593.1,33986,Below Market
2013,Hyundai,Sonata,black,gray,sedan,307200,26,Jun,11815.38,37214,Below Market
2012,Nissan,Rogue,white,black,SUV,307100,19,Jan,16163.16,40233,Above Market
2014,Chrysler,Town and Country,gray,black,Minivan,307100,15,May,20473.33,31124,Below Market
2014,Dodge,Durango,white,black,SUV,307000,10,Feb,30700,19035,Below Market
2014,Ford,Focus,red,black,Sedan,307000,27,Feb,11370.37,28826,Below Market
2012,Mercedes-Benz,C-Class,silver,black,Sedan,306950,14,Feb,21925,32466,Below Market
2012,Volkswagen,Jetta,black,black,Sedan,306850,27,Feb,11364.81,44581,Above Market
2012,Infiniti,G Sedan,white,beige,G Sedan,306850,14,Jan,21917.86,26294,Above Market
2012,Toyota,Camry,silver,black,Sedan,306800,22,Feb,13945.45,37069,Below Market
2014,Ford,Focus,black,black,Sedan,306600,24,Feb,12775,24282,Above Market
2013,Infiniti,G Coupe,white,black,G Coupe,306600,13,Feb,23584.62,19107,Below Market
2014,Kia,Optima,black,beige,Sedan,306400,19,Feb,16126.32,14188,Above Market
2013,Dodge,Avenger,gray,black,sedan,306400,34,Jun,9011.76,49112,Below Market
2013,Chrysler,200,white,black,sedan,306400,28,Jun,10942.86,42349,Above Market
2014,Jeep,Wrangler,black,black,SUV,306300,10,Mar,30630,18432,Above Market
2013,Infiniti,G Sedan,white,beige,G Sedan,306250,13,Jan,23557.69,20866,Above Market
2014,BMW,X6,black,black,SUV,306250,6,Jan,51041.67,12135,Below Market
2013,Ford,Escape,—,gray,suv,306200,20,Jun,15310,34186,Below Market
2014,Toyota,Corolla,silver,gray,Sedan,306200,26,Feb,11776.92,18786,Below Market
2012,Nissan,Sentra,black,gray,Sedan,306150,33,May,9277.27,34532,Below Market
2013,Nissan,Maxima,white,black,Sedan,306150,20,Jan,15307.5,44723,Below Market
2013,Ford,Focus,black,black,Hatchback,306000,28,Feb,10928.57,35078,Below Market
2007,Cadillac,Escalade,black,black,SUV,306000,16,Feb,19125,113729,Above Market
2014,Kia,Optima,white,gray,Sedan,306000,21,Feb,14571.43,15827,Below Market
2014,Dodge,Grand Caravan,white,black,minivan,305900,18,Jun,16994.44,20428,Below Market
2013,Ford,F-150,—,gray,SuperCrew,305900,11,Feb,27809.09,27440,Above Market
2013,Nissan,Sentra,gray,black,Sedan,305850,28,Feb,10923.21,27950,Below Market
2012,Nissan,Sentra,white,gray,Sedan,305800,29,Feb,10544.83,45831,Above Market
2013,Ford,Escape,gray,black,suv,305600,18,Jun,16977.78,46448,Above Market
2011,Nissan,Rogue,black,black,SUV,305500,26,Feb,11750,41802,Below Market
2012,Chevrolet,Equinox,silver,black,SUV,305500,21,Feb,14547.62,53325,Above Market
2012,Honda,Civic,white,gray,Sedan,305400,29,Jan,10531.03,37065,Below Market
2013,Ford,Edge,blue,black,SUV,305400,15,Feb,20360,33704,Below Market
2012,Cadillac,CTS,black,black,Sedan,305350,17,Jan,17961.76,37777,Below Market
2013,Infiniti,G Sedan,—,black,G Sedan,305050,13,Jan,23465.38,23876,Above Market
2012,Ford,F-150,white,gray,supercrew,305050,11,Jun,27731.82,55367,Above Market
2013,Ford,Escape,green,black,SUV,304800,19,Feb,16042.11,46328,Below Market
2013,Mercedes-Benz,S-Class,—,brown,Sedan,304800,6,Jan,50800,18444,Below Market
2012,Nissan,Rogue,black,gray,suv,304700,23,Jun,13247.83,36968,Below Market
2013,Chevrolet,Equinox,white,black,SUV,304650,18,Jan,16925,45989,Above Market
2013,Hyundai,Sonata,white,tan,Sedan,304500,23,Feb,13239.13,39068,Above Market
2014,Jeep,Grand Cherokee,gray,black,SUV,304450,10,May,30445,35824,Below Market
2014,Kia,Soul,black,black,Wagon,304400,24,Jan,12683.33,13024,Below Market
2013,Nissan,Altima,white,beige,Sedan,304400,20,Jan,15220,31521,Above Market
2013,Ford,Explorer,—,black,SUV,304300,11,Dec,27663.64,30558,Above Market
2015,BMW,4 Series,black,black,convertible,304250,6,Jun,50708.33,5777,Above Market
2013,Ford,Escape,white,gray,suv,304201,22,Jun,13827.32,46974,Below Market
2014,Dodge,Grand Caravan,gold,black,Minivan,304200,17,Feb,17894.12,19086,Above Market
2012,Honda,CR-V,black,black,SUV,304100,15,Jan,20273.33,28990,Above Market
2013,Ford,Mustang,black,black,Coupe,304100,18,Jan,16894.44,27364,Below Market
2014,,,white,black,,304050,16,Jan,19003.13,20538,Below Market
2014,Toyota,Camry,red,black,Sedan,304000,20,Jan,15200,68730,Below Market
2014,,,black,black,,304000,16,Jan,19000,22116,Below Market
2012,Ford,Fusion,silver,gray,Sedan,304000,33,Feb,9212.12,63354,Below Market
2015,Kia,Sorento,black,black,SUV,304000,15,Feb,20266.67,10930,Below Market
2013,Ford,Explorer,gray,gray,SUV,304000,13,Jan,23384.62,34389,Below Market
2014,Toyota,Camry,gray,black,Sedan,303900,18,Feb,16883.33,20290,Above Market
2014,Ford,Escape,gray,black,SUV,303900,14,Feb,21707.14,29579,Above Market
2014,Dodge,Grand Caravan,blue,black,minivan,303900,17,Jun,17876.47,25052,Above Market
2013,Ford,Explorer,—,gray,SUV,303800,12,Feb,25316.67,31142,Above Market
2013,Hyundai,Sonata,blue,gray,sedan,303800,26,Jun,11684.62,35310,Below Market
2012,Cadillac,CTS,black,black,Sedan,303250,14,Jan,21660.71,31343,Above Market
2012,Honda,Accord,black,black,Coupe,303200,21,Jan,14438.1,31789,Above Market
2012,Hyundai,Sonata,white,beige,Sedan,303200,22,Jan,13781.82,33964,Above Market
2011,Ford,F-150,blue,gray,SuperCrew,303150,14,Feb,21653.57,53361,Below Market
2011,Ford,F-150,gray,gray,SuperCrew,303100,12,Jan,25258.33,39375,Above Market
2014,Jeep,Patriot,white,black,SUV,303000,19,Feb,15947.37,16254,Above Market
2014,Kia,Soul,white,black,Wagon,303000,23,Jan,13173.91,13202,Below Market
2013,Nissan,Rogue,gray,black,suv,303000,21,Jun,14428.57,41594,Above Market
2012,Hyundai,Sonata,black,black,Sedan,302900,24,Jan,12620.83,39735,Below Market
2013,Ford,Explorer,red,black,SUV,302900,11,Jan,27536.36,37252,Above Market
2014,Chevrolet,Cruze,white,black,Sedan,302800,22,Mar,13763.64,23921,Above Market
2014,Ford,Mustang,black,black,coupe,302800,16,Jun,18925,23724,Below Market
2013,Ford,Explorer,black,gray,SUV,302700,14,Jan,21621.43,33734,Below Market
2013,Ford,Escape,—,black,suv,302700,21,Jun,14414.29,43841,Below Market
2013,Chevrolet,Malibu,silver,black,Sedan,302601,25,May,12104.04,47866,Below Market
2012,Nissan,Sentra,silver,gray,sedan,302550,34,Jun,8898.53,36564,Below Market
2012,Infiniti,M,—,black,Sedan,302550,12,Feb,25212.5,45953,Above Market
2012,BMW,5 Series,gray,black,Sedan,302550,11,Jun,27504.55,37539,Below Market
2014,Dodge,Avenger,white,black,Sedan,302500,23,Feb,13152.17,17151,Above Market
2014,Chrysler,Town and Country,silver,black,Minivan,302500,17,Mar,17794.12,23408,Below Market
2013,Infiniti,G Coupe,gray,black,G Coupe,302400,11,Jan,27490.91,20145,Above Market
2012,Nissan,Altima,burgundy,black,Sedan,302200,30,Jan,10073.33,46481,Below Market
2011,Ford,Edge,black,black,SUV,301900,16,Jan,18868.75,52521,Above Market
2012,BMW,6 Series,white,—,Convertible,301750,6,Dec,50291.67,27234,Above Market
2014,Chevrolet,Impala,black,black,Sedan,301650,14,Feb,21546.43,19290,Above Market
2014,Ford,E-Series Wagon,white,gray,Van,301500,15,Mar,20100,23071,Below Market
2014,Chevrolet,Impala Limited,red,gray,Sedan,301500,21,Feb,14357.14,20707,Above Market
2012,Chevrolet,Malibu,white,black,Sedan,301450,28,Jan,10766.07,49647,Above Market
2011,BMW,3 Series,white,black,Sedan,301450,17,Feb,17732.35,42382,Below Market
2013,Toyota,Corolla,silver,gray,Sedan,301400,29,Jan,10393.1,44195,Below Market
2014,Chevrolet,Express,white,gray,Van,301400,14,Jan,21528.57,20278,Below Market
2012,Ford,Escape,white,beige,SUV,301300,18,Feb,16738.89,40468,Above Market
2012,Nissan,Sentra,silver,gray,Sedan,301300,34,Feb,8861.76,45428,Below Market
2011,Honda,CR-V,gray,black,SUV,301150,21,Jan,14340.48,45850,Below Market
2013,Ford,Focus,white,black,sedan,301100,31,Jun,9712.9,47324,Above Market
2013,BMW,X5,black,black,suv,301025,9,Jun,33447.22,35631,Below Market
2011,Nissan,Rogue,white,black,SUV,301000,23,Jan,13086.96,38451,Below Market
2012,Nissan,Altima,gray,black,Sedan,300800,28,May,10742.86,38012,Below Market
2014,Ford,Expedition,black,black,SUV,300700,8,Feb,37587.5,25012,Above Market
2013,Ford,Focus,red,black,Sedan,300700,29,Feb,10368.97,33244,Below Market
2014,Toyota,Camry,—,black,Sedan,300500,19,Jan,15815.79,16808,Below Market
2013,Infiniti,G Sedan,gray,gray,g sedan,300500,15,Jun,20033.33,19663,Below Market
2013,Chevrolet,Silverado 2500HD,white,black,Crew Cab,300400,9,Jan,33377.78,41562,Above Market
2014,BMW,4 Series,white,black,Coupe,300400,7,Jan,42914.29,5223,Above Market
2014,GMC,Savana Cargo,white,gray,Van,300400,13,Jan,23107.69,7177,Above Market
2013,Hyundai,Elantra,black,gray,sedan,300300,29,Jun,10355.17,29016,Below Market
2013,Ford,F-150,white,black,supercrew,300050,9,Jun,33338.89,33561,Below Market
